站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58725,20220516162554,26.0,1008.5,81,257,11.1,1.5,10375.6
58730,20220516162554,34.2,1003.3,39,57,12.4,0.9,10137.1
58731,20220516162554,28.4,1020.8,37,48,7.4,0.2,10235.8
58734,20220516162554,20.4,1014.2,71,158,8.6,1.1,10347.1
58737,20220516162554,15.9,1012.8,3,239,11.1,0.6,10138.8
58744,20220516162554,15.4,1020.4,43,316,4.4,0.4,10444.9
58754,20220516162554,21.7,1018.1,44,292,3.7,0.0,10213.5
58818,20220516162554,8.7,1005.2,58,327,1.9,1.1,10301.8
58820,20220516162554,10.4,1015.0,41,119,13.4,0.2,10369.2
58834,20220516162554,10.2,1020.3,100,263,7.0,1.3,10382.0
58837,20220516162554,33.4,1004.6,98,245,11.9,0.9,10477.7
58843,20220516162554,30.0,1021.2,63,208,0.9,1.5,10199.1
58846,20220516162554,1.5,1004.4,38,171,3.9,0.1,10437.1
58847,20220516162554,26.7,1021.1,33,214,0.1,1.5,10261.3
58911,20220516162554,8.6,1008.7,62,178,5.3,0.2,10335.8
58918,20220516162554,27.4,1006.8,26,141,3.0,0.7,10122.8
58921,20220516162554,34.1,1008.3,89,75,0.9,0.1,10460.9
58926,20220516162554,18.8,1010.4,61,356,7.5,0.0,10427.0
58927,20220516162554,31.5,1020.8,1,50,10.5,0.9,10382.9
58931,20220516162554,13.8,1022.4,69,322,12.9,1.3,10225.2
58933,20220516162554,31.4,1015.9,65,356,4.2,0.9,10294.2
58936,20220516162554,13.4,1015.5,2,295,13.5,1.3,10385.5
58944,20220516162554,23.8,1004.5,35,211,3.5,1.5,10280.4
59113,20220516162554,11.6,1012.2,87,110,7.6,1.4,10420.5
59126,20220516162554,29.0,1023.1,1,208,13.5,0.5,10482.1
59133,20220516162554,13.4,1005.7,8,214,5.4,0.0,10118.1
59134,20220516162554,7.6,1001.6,73,16,12.8,0.7,10387.6
59321,20220516162554,23.0,1012.3,46,146,0.0,1.2,10112.7
52323,20220516162554,22.4,1018.3,43,215,14.0,0.2,10484.3
52418,20220516162554,0.5,1022.3,80,175,13.7,0.6,10342.6
52424,20220516162554,9.3,1019.8,31,275,2.1,1.1,10335.5
52436,20220516162554,6.2,1003.6,44,245,1.4,0.0,10025.7
52446,20220516162554,24.8,1015.0,30,353,1.1,1.1,10481.1
52447,20220516162554,13.9,1006.4,36,178,3.3,1.0,10113.4
52533,20220516162554,14.6,1022.4,28,264,5.4,0.2,10345.7
52546,20220516162554,27.6,1020.5,96,15,8.1,1.4,10427.2
52652,20220516162554,33.3,1021.4,65,221,9.9,0.5,10116.7
52661,20220516162554,12.0,1002.8,88,223,4.0,1.5,10146.7
52674,20220516162554,4.0,1010.9,29,85,14.6,1.1,10039.5
52679,20220516162554,7.4,1002.0,63,306,13.0,0.9,10262.6
52681,20220516162554,32.0,1010.3,46,320,12.7,0.2,10182.1
52787,20220516162554,33.8,1001.2,82,261,7.8,0.4,10174.1
52797,20220516162554,26.5,1003.0,47,33,8.5,1.0,10052.6
52884,20220516162554,31.3,1012.2,1,295,9.7,1.4,10182.3
52895,20220516162554,28.3,1007.7,67,63,7.0,0.0,10152.2
52983,20220516162554,8.0,1000.8,31,265,13.5,1.1,10272.5
52984,20220516162554,20.5,1026.3,24,135,7.9,0.9,10447.0
52986,20220516162554,16.5,1006.8,20,71,3.2,0.3,10006.6
52996,20220516162554,17.7,1010.7,1,19,10.4,0.2,10051.0
53821,20220516162554,21.7,1001.9,12,153,6.2,0.1,10332.9
53915,20220516162554,14.5,1006.1,70,215,4.1,1.2,10189.9
53923,20220516162554,15.6,1005.0,32,238,1.5,1.4,10442.8
56074,20220516162554,20.9,1015.2,29,297,0.4,0.4,10320.9
56080,20220516162554,4.6,1004.8,96,288,3.5,1.0,10493.3
56093,20220516162554,0.7,1005.1,64,339,0.7,1.2,10444.6
56096,20220516162554,30.1,1012.8,19,41,14.4,0.9,10278.0
57014,20220516162554,26.5,1011.4,2,259,7.6,0.9,10468.1
57996,20220516162554,34.5,1015.6,77,164,1.0,0.8,10379.4
59072,20220516162554,21.6,1016.0,98,194,13.4,0.0,10469.5
59082,20220516162554,29.4,1024.2,62,152,7.7,0.3,10217.8
59087,20220516162554,8.1,1014.2,79,275,8.8,1.5,10425.4
59088,20220516162554,22.7,1009.3,83,228,12.4,1.0,10317.4
59096,20220516162554,13.5,1012.2,77,223,1.5,0.9,10028.9
59097,20220516162554,4.4,1025.3,25,192,8.5,0.9,10019.9
59107,20220516162554,0.1,1018.8,4,128,10.0,0.5,10070.0
59116,20220516162554,34.0,1024.4,18,187,12.9,0.3,10489.2
59117,20220516162554,5.3,1023.6,1,222,14.4,1.3,10204.8
59271,20220516162554,7.6,1022.9,57,352,14.4,0.0,10046.4
59278,20220516162554,27.2,1006.2,94,76,3.5,1.2,10475.2
59280,20220516162554,13.6,1010.9,60,98,14.4,0.0,10466.6
59287,20220516162554,19.5,1003.9,95,39,4.0,1.4,10128.5
59289,20220516162554,15.4,1014.0,1,237,8.2,0.4,10081.2
59293,20220516162554,20.5,1013.8,19,298,10.7,1.5,10429.6
59294,20220516162554,35.0,1012.3,91,351,13.9,0.1,10300.1
59298,20220516162554,13.3,1001.2,1,39,5.6,1.4,10175.6
59303,20220516162554,0.9,1012.2,65,333,6.8,0.0,10189.1
59304,20220516162554,28.9,1018.9,45,60,11.4,0.6,10140.0
59306,20220516162554,24.5,1008.8,97,55,13.3,0.6,10096.9
59310,20220516162554,31.8,1002.2,62,98,6.6,0.1,10400.8
59316,20220516162554,15.5,1022.9,61,1,0.1,1.2,10195.8
59317,20220516162554,12.4,1012.6,89,53,11.5,0.8,10159.4
59324,20220516162554,23.3,1002.6,97,143,2.0,0.5,10259.4
59456,20220516162554,28.3,1020.6,71,268,6.9,1.5,10229.1
59462,20220516162554,18.6,1001.1,61,160,5.5,0.8,10385.5
59478,20220516162554,28.7,1006.2,40,230,9.0,1.5,10143.3
59485,20220516162554,9.8,1004.4,62,149,11.0,0.6,10435.8
59488,20220516162554,13.4,1010.8,65,328,13.4,0.2,10060.0
59493,20220516162554,7.8,1007.9,60,173,11.7,1.2,10327.4
59501,20220516162554,11.5,1009.0,39,130,13.9,0.5,10403.2
59658,20220516162554,10.0,1007.3,17,127,2.2,0.9,10492.0
59663,20220516162554,21.2,1013.2,22,157,9.2,1.3,10032.6
59664,20220516162554,14.4,1002.3,75,346,14.4,1.3,10367.9
59673,20220516162554,11.1,1004.5,37,305,9.6,0.2,10495.4
59754,20220516162554,23.9,1015.7,29,187,11.6,0.8,10055.2
57947,20220516162554,5.2,1011.1,35,75,1.3,0.8,10139.4
57957,20220516162554,19.4,1000.0,51,77,12.1,0.8,10281.1
57958,20220516162554,28.9,1014.2,8,167,6.7,0.3,10368.0
59021,20220516162554,15.2,1002.2,81,293,2.9,0.9,10117.9
59023,20220516162554,26.9,1017.5,79,50,13.1,0.8,10285.8
59027,20220516162554,29.0,1005.5,11,257,11.6,1.3,10411.7
59037,20220516162554,9.4,1012.9,70,104,10.1,1.2,10069.5
59046,20220516162554,3.8,1025.7,49,136,9.6,0.4,10373.9
59058,20220516162554,20.9,1006.6,14,45,9.9,1.5,10381.5
59065,20220516162554,8.1,1015.6,81,351,12.6,0.3,10439.4
59209,20220516162554,16.2,1017.1,35,193,9.5,1.2,10124.7
59211,20220516162554,9.9,1023.9,26,252,10.8,0.1,10488.9
59218,20220516162554,16.2,1015.6,3,82,9.7,0.7,10362.8
59228,20220516162554,18.4,1003.2,23,149,11.3,1.0,10093.8
59242,20220516162554,33.6,1003.7,50,166,5.5,1.1,10048.9
59254,20220516162554,15.1,1019.1,14,212,12.6,1.1,10422.7
59265,20220516162554,29.4,1014.7,37,79,11.8,0.6,10092.7
59417,20220516162554,30.4,1003.4,81,344,6.3,0.6,10268.9
59431,20220516162554,2.1,1016.1,7,211,0.6,1.5,10114.9
59446,20220516162554,4.9,1010.7,82,54,3.4,1.0,10078.6
59453,20220516162554,14.8,1002.3,95,26,14.8,0.7,10283.6
59626,20220516162554,30.0,1020.1,11,226,2.7,0.2,10298.6
59631,20220516162554,30.4,1023.4,97,100,0.3,1.0,10400.8
59632,20220516162554,17.4,1014.1,2,122,5.4,0.2,10042.1
59644,20220516162554,0.4,1005.6,8,240,1.6,0.6,10072.6
59647,20220516162554,7.2,1005.7,37,265,0.8,1.4,10476.4
56691,20220516162554,31.2,1025.1,27,238,13.5,0.7,10491.8
56693,20220516162554,9.0,1013.9,96,289,9.1,1.2,10034.4
56792,20220516162554,6.8,1017.3,14,277,1.4,0.0,10380.8
56793,20220516162554,32.8,1012.6,88,59,6.3,0.3,10242.7
57606,20220516162554,20.2,1014.9,8,100,1.5,0.6,10402.0
57614,20220516162554,12.0,1020.4,42,191,3.8,0.0,10298.6
57625,20220516162554,7.6,1011.5,69,288,2.0,0.1,10262.6
57647,20220516162554,12.7,1026.1,55,318,13.4,1.0,10315.5
57707,20220516162554,12.1,1006.2,54,314,14.1,0.5,10485.4
57710,20220516162554,33.0,1022.9,77,359,11.0,1.4,10442.0
57712,20220516162554,0.5,1000.6,95,352,4.1,1.1,10395.9
57718,20220516162554,21.1,1014.6,31,327,10.2,0.0,10414.5
57722,20220516162554,26.2,1000.3,36,59,9.6,0.5,10007.0
57729,20220516162554,19.6,1019.9,100,266,10.5,0.3,10378.4
57731,20220516162554,33.5,1016.5,8,115,10.2,1.3,10261.9
57741,20220516162554,30.3,1018.6,13,99,11.3,0.2,10232.9
57803,20220516162554,23.4,1026.3,77,226,5.7,0.8,10365.8
57805,20220516162554,26.5,1002.0,11,164,11.1,0.5,10416.9
57806,20220516162554,23.4,1003.2,100,153,8.2,0.6,10391.1
57816,20220516162554,33.2,1016.0,1,94,2.8,1.2,10230.3
57825,20220516162554,11.8,1019.8,4,333,3.6,0.4,10196.6
57827,20220516162554,11.5,1007.1,70,290,0.3,0.7,10149.6
57832,20220516162554,33.4,1014.1,90,44,7.8,0.5,10224.0
57839,20220516162554,28.7,1006.2,18,51,5.7,0.1,10086.5
57840,20220516162554,0.6,1020.3,31,61,9.1,0.5,10280.9
57902,20220516162554,27.3,1021.7,67,17,1.5,1.5,10406.1
57906,20220516162554,13.0,1002.1,76,86,5.7,0.0,10441.7
57907,20220516162554,27.1,1007.0,88,242,10.3,0.1,10311.6
57910,20220516162554,9.5,1012.1,91,20,6.0,0.0,10029.2
57912,20220516162554,5.0,1015.7,29,15,7.7,1.4,10191.7
57916,20220516162554,34.2,1017.6,94,275,9.8,0.8,10099.1
57922,20220516162554,30.2,1021.6,25,185,4.2,1.1,10050.5
57926,20220516162554,19.0,1008.0,53,87,4.7,0.6,10471.7
57932,20220516162554,15.3,1025.9,43,354,2.3,0.2,10212.8
59758,20220516162554,1.4,1019.7,16,87,4.8,0.0,10302.3
59838,20220516162554,9.0,1000.0,16,114,1.8,1.5,10391.8
59845,20220516162554,27.3,1001.5,99,317,2.7,0.6,10032.2
59849,20220516162554,32.7,1009.4,78,165,1.0,1.5,10416.0
59855,20220516162554,11.8,1012.8,55,88,6.2,0.5,10057.7
59948,20220516162554,1.5,1015.1,50,211,6.1,1.2,10443.6
59954,20220516162554,10.4,1021.3,69,124,1.3,1.4,10119.7
59981,20220516162554,28.6,1023.8,71,317,11.4,1.5,10146.7
53399,20220516162554,24.4,1013.8,7,120,6.4,1.2,10167.8
53593,20220516162554,15.3,1024.6,36,139,6.2,0.8,10061.8
53698,20220516162554,1.3,1011.0,69,217,6.0,1.3,10087.0
53798,20220516162554,26.5,1007.2,7,46,2.6,1.3,10151.6
54308,20220516162554,24.6,1010.1,42,347,4.7,0.0,10030.6
54311,20220516162554,20.7,1010.2,80,117,14.4,1.0,10270.8
54401,20220516162554,11.7,1021.5,81,336,10.2,1.2,10152.3
54405,20220516162554,20.6,1006.9,99,318,4.7,1.2,10216.2
54423,20220516162554,13.1,1001.6,92,197,0.8,0.5,10263.9
54429,20220516162554,34.7,1009.0,16,68,4.7,0.6,10456.3
54436,20220516162554,17.7,1021.7,87,284,6.4,0.2,10481.4
54449,20220516162554,11.1,1010.7,86,344,10.6,1.1,10243.0
54518,20220516162554,32.5,1023.9,32,330,7.3,0.2,10220.6
54534,20220516162554,7.9,1018.4,37,120,14.4,1.2,10428.3
54535,20220516162554,12.0,1009.0,66,277,6.3,0.8,10187.2
54539,20220516162554,16.0,1008.8,82,278,13.7,0.2,10449.5
54602,20220516162554,20.3,1005.3,58,231,4.3,0.0,10352.9
54606,20220516162554,26.4,1021.2,35,181,7.2,1.0,10114.7
54618,20220516162554,27.7,1019.9,50,332,2.7,0.6,10199.6
54624,20220516162554,34.0,1024.3,44,201,8.9,0.1,10257.7
54705,20220516162554,5.5,1009.5,3,4,10.1,1.1,10016.7
53898,20220516162554,26.8,1002.4,11,244,1.4,0.0,10287.9
53986,20220516162554,6.3,1006.6,7,158,14.3,0.7,10322.4
57051,20220516162554,4.7,1014.3,74,342,9.2,0.8,10036.7
57067,20220516162554,30.2,1012.3,56,31,14.1,0.6,10170.7
57071,20220516162554,17.7,1004.1,65,220,7.3,0.6,10184.4
57077,20220516162554,1.0,1025.0,22,307,13.8,0.7,10376.0
57083,20220516162554,11.9,1011.6,9,83,5.9,0.9,10104.4
57084,20220516162554,3.8,1000.5,54,196,14.5,0.0,10287.5
57089,20220516162554,20.3,1003.3,37,182,4.0,0.0,10224.5
57091,20220516162554,12.0,1012.8,31,184,5.0,0.3,10273.9
57156,20220516162554,2.3,1003.0,21,350,6.8,0.9,10164.9
57178,20220516162554,7.1,1005.7,44,323,1.4,0.4,10108.5
57181,20220516162554,15.5,1004.4,73,160,12.5,1.2,10235.7
57193,20220516162554,23.5,1001.2,10,112,14.0,0.4,10473.0
57285,20220516162554,23.2,1006.3,72,138,2.6,1.5,10174.0
57290,20220516162554,22.9,1018.2,27,334,3.7,1.3,10419.8
57297,20220516162554,16.6,1010.5,83,15,7.1,1.4,10463.1
58005,20220516162554,8.2,1014.4,4,83,7.6,0.0,10435.6
58111,20220516162554,29.4,1002.9,84,166,10.0,1.4,10059.0
58208,20220516162554,16.5,1023.8,38,32,12.2,1.1,10251.2
50136,20220516162554,6.6,1007.4,58,233,0.1,0.3,10192.0
50246,20220516162554,14.7,1006.5,49,111,0.9,1.5,10201.8
50247,20220516162554,6.8,1015.1,83,353,7.2,0.1,10466.6
50349,20220516162554,3.1,1000.9,100,230,7.4,0.8,10231.5
50353,20220516162554,15.7,1011.8,23,78,8.9,1.5,10126.9
50442,20220516162554,18.3,1011.7,4,275,6.7,0.0,10359.0
50468,20220516162554,8.6,1016.5,21,55,12.1,0.2,10410.2
50557,20220516162554,34.4,1021.7,84,276,4.6,0.6,10335.7
50564,20220516162554,11.1,1005.6,43,158,12.4,0.8,10398.6
50656,20220516162554,4.4,1018.2,52,146,2.1,1.1,10427.1
50658,20220516162554,7.1,1022.9,60,58,6.4,1.2,10380.7
50674,20220516162554,21.6,1005.6,58,342,11.0,0.8,10447.3
50739,20220516162554,15.7,1026.4,18,88,14.7,1.5,10163.1
50742,20220516162554,26.7,1011.7,28,230,12.6,1.5,10402.8
50745,20220516162554,33.0,1013.1,23,347,9.5,1.3,10116.5
50756,20220516162554,11.8,1019.5,95,89,10.4,0.7,10053.6
50758,20220516162554,9.7,1002.0,83,273,12.2,1.5,10064.4
50774,20220516162554,20.9,1023.8,53,323,9.2,0.4,10116.8
50778,20220516162554,25.5,1026.1,35,36,9.7,0.0,10342.1
50788,20220516162554,27.1,1022.4,66,297,0.5,0.4,10140.1
50844,20220516162554,22.6,1001.0,91,233,11.1,1.2,10491.1
50853,20220516162554,15.8,1002.1,53,284,3.9,1.2,10092.3
50854,20220516162554,33.6,1008.6,34,222,9.9,0.3,10086.6
50862,20220516162554,9.4,1005.5,80,282,6.5,0.0,10148.3
50873,20220516162554,26.9,1019.6,60,223,7.2,0.1,10299.5
50877,20220516162554,10.9,1020.2,8,220,5.0,1.5,10311.1
50888,20220516162554,6.2,1004.5,25,54,5.4,0.2,10475.9
50950,20220516162554,7.8,1004.4,1,72,10.7,0.3,10219.6
50953,20220516162554,25.3,1005.3,95,106,8.2,0.5,10230.9
50955,20220516162554,30.1,1018.5,38,59,12.9,0.4,10349.0
50963,20220516162554,32.0,1007.5,36,20,2.3,0.8,10320.9
50968,20220516162554,14.3,1011.7,72,50,5.3,0.7,10485.0
50973,20220516162554,2.8,1002.7,30,234,2.6,0.3,10249.2
50978,20220516162554,6.7,1025.6,62,134,3.6,0.7,10410.3
50983,20220516162554,30.3,1016.2,17,164,5.5,0.7,10068.2
54094,20220516162554,27.3,1025.2,11,65,9.1,1.0,10455.3
54096,20220516162554,25.6,1022.2,23,57,1.0,1.1,10224.0
57251,20220516162554,23.8,1000.3,77,8,10.9,0.6,10203.3
57256,20220516162554,28.0,1015.9,20,212,8.8,0.7,10215.3
57259,20220516162554,29.0,1009.7,73,221,6.0,1.1,10167.0
57265,20220516162554,17.5,1003.9,19,168,2.6,0.0,10280.6
57278,20220516162554,31.3,1003.5,51,108,2.3,1.4,10486.3
57279,20220516162554,4.9,1003.6,43,120,5.7,0.9,10246.6
57355,20220516162554,21.5,1006.2,2,161,14.5,1.4,10010.8
57358,20220516162554,34.4,1014.3,94,348,3.2,0.7,10199.0
57359,20220516162554,2.6,1019.5,16,311,10.0,1.3,10238.7
57363,20220516162554,10.9,1000.8,9,309,1.2,1.0,10226.8
57378,20220516162554,32.4,1015.6,35,35,1.8,0.0,10323.7
57381,20220516162554,27.2,1012.6,25,112,12.9,0.9,10201.3
57395,20220516162554,5.1,1008.6,91,345,13.6,0.1,10371.6
57399,20220516162554,22.5,1008.9,9,143,6.9,0.4,10011.6
57439,20220516162554,0.6,1009.3,14,331,3.6,0.4,10498.7
57445,20220516162554,22.0,1026.3,28,202,10.6,0.7,10060.9
57447,20220516162554,29.0,1025.6,29,222,5.4,1.0,10347.4
57458,20220516162554,2.9,1009.2,5,261,5.3,1.2,10132.5
57461,20220516162554,0.8,1024.5,17,76,5.0,1.0,10386.9
57476,20220516162554,20.4,1017.2,78,224,2.0,0.1,10395.1
57482,20220516162554,0.1,1020.5,14,165,13.1,1.3,10169.5
57483,20220516162554,16.5,1018.8,47,150,4.2,1.0,10115.0
57493,20220516162554,33.5,1024.9,9,270,4.6,0.8,10433.3
57494,20220516162554,28.9,1007.3,34,214,14.2,1.4,10352.0
57545,20220516162554,14.4,1019.4,97,62,13.0,1.4,10428.7
57573,20220516162554,24.3,1001.0,27,101,11.9,0.1,10277.2
57581,20220516162554,19.4,1023.0,47,17,9.2,0.6,10189.2
57583,20220516162554,32.1,1006.8,6,205,14.3,1.0,10280.8
57595,20220516162554,34.3,1005.0,2,260,12.2,0.2,10260.0
58402,20220516162554,13.2,1004.2,3,265,1.7,1.3,10137.7
58407,20220516162554,31.3,1019.6,50,20,3.3,0.0,10082.7
58500,20220516162554,10.7,1008.9,37,204,8.9,1.3,10298.3
57554,20220516162554,15.0,1005.6,22,241,8.3,0.6,10047.5
57562,20220516162554,34.7,1010.1,69,119,3.8,0.7,10459.4
57574,20220516162554,32.1,1003.6,44,146,11.4,0.9,10437.2
57584,20220516162554,8.4,1020.8,56,183,9.7,1.5,10267.3
57642,20220516162554,3.2,1000.8,89,164,1.9,0.1,10376.0
57649,20220516162554,21.2,1006.1,71,314,1.4,1.1,10243.5
57655,20220516162554,23.3,1005.6,52,93,7.2,0.2,10131.6
57662,20220516162554,7.2,1007.4,59,3,3.2,0.1,10466.6
57669,20220516162554,19.4,1023.1,46,1,4.9,0.2,10253.2
57671,20220516162554,2.5,1023.7,43,28,13.5,1.2,10030.9
57673,20220516162554,13.2,1016.7,17,165,12.3,1.1,10095.2
57679,20220516162554,14.5,1009.4,82,343,0.3,0.7,10110.1
57682,20220516162554,22.0,1019.7,78,322,7.0,1.1,10375.2
57687,20220516162554,24.5,1022.8,41,232,1.2,1.0,10126.5
57745,20220516162554,24.5,1007.0,16,312,10.8,1.1,10355.3
57749,20220516162554,5.2,1018.3,80,351,6.9,0.0,10484.4
57752,20220516162554,24.7,1025.5,86,332,10.9,1.5,10491.7
57758,20220516162554,4.7,1014.7,30,290,0.5,0.9,10440.8
57761,20220516162554,0.6,1002.0,16,179,5.6,0.2,10365.3
57766,20220516162554,28.5,1019.1,81,319,11.9,0.7,10452.8
57774,20220516162554,15.5,1006.2,50,312,2.4,1.4,10436.3
57776,20220516162554,25.3,1022.3,64,244,4.5,1.3,10320.7
57779,20220516162554,20.4,1006.4,58,22,7.2,0.1,10106.9
57780,20220516162554,33.5,1018.2,66,44,12.3,1.3,10164.7
57841,20220516162554,22.8,1017.9,27,264,3.1,0.7,10274.6
57845,20220516162554,0.7,1022.8,27,150,1.7,0.1,10163.6
57853,20220516162554,9.3,1009.4,69,217,5.1,0.2,10127.2
57857,20220516162554,6.3,1012.8,85,11,11.2,1.3,10308.6
57860,20220516162554,9.5,1006.1,43,350,1.0,1.2,10090.3
57866,20220516162554,9.6,1005.2,65,290,6.1,0.6,10303.2
57872,20220516162554,27.9,1010.6,95,334,11.8,1.0,10081.2
57874,20220516162554,25.6,1023.4,55,202,4.9,0.7,10141.7
57889,20220516162554,32.4,1023.7,45,30,9.5,0.6,10070.4
57965,20220516162554,22.6,1015.7,48,340,0.4,0.3,10224.8
57972,20220516162554,33.9,1016.0,43,67,13.9,0.0,10159.6
57974,20220516162554,0.8,1010.5,6,298,9.9,0.0,10410.7
50936,20220516162554,9.5,1007.1,70,221,9.5,0.5,10006.2
50945,20220516162554,18.3,1015.9,44,130,10.6,0.3,10226.9
50948,20220516162554,26.2,1019.3,6,340,1.6,1.2,10114.9
50949,20220516162554,20.6,1002.5,23,104,9.5,0.3,10298.8
54041,20220516162554,4.8,1023.4,67,6,4.0,1.5,10482.6
54049,20220516162554,29.9,1012.3,71,41,9.7,0.5,10266.2
54063,20220516162554,24.4,1011.3,87,171,1.9,0.0,10128.5
54064,20220516162554,22.1,1000.1,32,40,8.6,0.9,10184.8
54142,20220516162554,30.6,1007.3,99,271,7.2,0.8,10322.6
54157,20220516162554,17.4,1013.4,37,345,9.9,0.6,10304.4
54161,20220516162554,32.5,1009.3,22,144,13.4,0.0,10066.6
54165,20220516162554,30.9,1025.6,80,98,0.2,1.0,10157.3
54171,20220516162554,7.7,1021.8,87,284,10.1,1.2,10149.5
54181,20220516162554,27.9,1000.0,85,300,5.1,0.0,10270.3
54186,20220516162554,34.2,1022.5,84,8,10.6,1.3,10284.5
54195,20220516162554,22.9,1014.2,81,25,2.3,0.7,10291.1
54260,20220516162554,30.5,1004.4,18,157,14.4,0.7,10131.3
54263,20220516162554,1.8,1024.1,2,72,14.3,1.4,10047.9
54266,20220516162554,24.9,1002.5,11,328,9.3,0.2,10001.8
54273,20220516162554,27.4,1006.8,54,341,2.2,0.6,10146.2
54276,20220516162554,32.4,1023.7,26,242,2.3,1.4,10358.0
54284,20220516162554,7.7,1024.4,86,284,4.2,0.7,10052.6
54285,20220516162554,7.1,1016.5,55,273,8.5,1.2,10350.2
54286,20220516162554,11.2,1025.4,30,159,11.7,0.3,10138.3
54292,20220516162554,19.1,1010.4,63,146,1.8,0.3,10200.0
54363,20220516162554,32.7,1002.8,53,51,8.4,0.5,10490.8
54374,20220516162554,23.4,1018.6,18,213,10.1,0.7,10238.8
54377,20220516162554,18.4,1004.9,28,357,5.4,0.9,10426.7
54386,20220516162554,15.9,1017.2,22,153,1.1,1.2,10406.2
58026,20220516162554,17.9,1001.8,65,153,0.7,0.4,10205.6
58027,20220516162554,7.6,1018.2,14,30,8.4,0.2,10394.5
58038,20220516162554,33.5,1013.8,31,4,14.2,0.9,10402.3
58040,20220516162554,26.5,1011.8,44,270,6.0,0.0,10126.4
58047,20220516162554,17.4,1001.8,87,55,7.2,0.2,10269.2
58130,20220516162554,28.1,1001.5,66,4,7.8,0.2,10390.1
58135,20220516162554,19.3,1014.7,31,301,1.5,0.0,10114.9
58138,20220516162554,15.9,1020.6,21,136,14.0,1.1,10484.7
58141,20220516162554,15.3,1006.9,14,166,12.8,0.0,10012.3
58143,20220516162554,26.1,1021.4,14,225,7.7,1.1,10304.6
58150,20220516162554,23.4,1009.9,57,31,7.2,1.4,10139.7
58158,20220516162554,33.1,1007.0,51,49,7.3,1.0,10499.6
58238,20220516162554,18.4,1020.7,37,158,11.7,0.6,10181.6
58241,20220516162554,7.2,1011.9,30,189,6.0,0.6,10225.1
58251,20220516162554,27.2,1009.8,96,74,13.5,0.3,10272.7
58252,20220516162554,30.9,1003.1,91,8,14.3,1.2,10407.8
58255,20220516162554,27.7,1010.3,9,2,10.0,0.4,10474.5
58259,20220516162554,1.3,1021.6,1,94,0.2,1.3,10155.0
58265,20220516162554,6.9,1023.9,2,170,4.7,0.5,10330.3
58343,20220516162554,27.8,1000.9,15,261,9.8,0.4,10172.5
58345,20220516162554,9.1,1019.7,41,8,11.0,1.2,10003.6
58354,20220516162554,10.3,1021.9,48,90,4.3,0.8,10032.3
58356,20220516162554,18.3,1022.7,65,108,0.3,1.3,10427.6
58358,20220516162554,1.3,1022.8,9,75,7.3,0.2,10286.7
57598,20220516162554,34.8,1008.9,72,142,2.6,1.5,10141.5
57696,20220516162554,13.0,1019.1,19,188,5.7,1.3,10364.2
57789,20220516162554,24.1,1020.8,80,146,14.3,1.1,10241.5
57793,20220516162554,13.4,1015.2,18,219,3.1,0.9,10304.1
57799,20220516162554,14.6,1004.5,69,35,12.9,1.5,10296.5
57894,20220516162554,19.4,1007.7,13,171,1.3,0.2,10098.1
57896,20220516162554,9.5,1003.3,23,283,11.3,0.5,10340.9
57993,20220516162554,16.0,1015.6,80,5,5.8,0.9,10053.4
58506,20220516162554,19.1,1001.9,44,65,12.4,1.5,10143.0
